id,url,address,price,area,time1 (transit),time1 (drive), dist1,time2 (transit),time2 (drive), dist2
189172858,https://www.finn.no/realestate/homes/ad.html?finnkode=189172858,Setersbergveien 10  3340 Åmot,3.59,127.00,00:00:00,00:00:00,0.00,00:00:00,00:00:00,0.00
194342445,https://www.finn.no/realestate/homes/ad.html?finnkode=194342445,Solvangveien 9B  1488 Hakadal,3.59,164.00,00:00:00,00:00:00,0.00,00:00:00,00:00:00,0.00
194403714,https://www.finn.no/realestate/homes/ad.html?finnkode=194403714,Bekkemoen 8  3050 Mjøndalen,2.69,99.00,01:29:18,00:51:51,64.90,01:16:12,00:51:05,57.87
194368510,https://www.finn.no/realestate/homes/ad.html?finnkode=194368510,Balders vei 71  3518 Hønefoss,2.81,112.00,01:57:00,01:01:49,68.77,01:44:49,01:01:02,61.73
191800419,https://www.finn.no/realestate/homes/ad.html?finnkode=191800419,Homlenvegen 24  2072 Dal,1.74,133.00,01:28:30,00:36:45,52.23,01:10:00,00:44:31,57.20
193858911,https://www.finn.no/realestate/homes/ad.html?finnkode=193858911,Amundrudvegen 17  2074 Eidsvoll Verk,3.18,122.00,01:08:35,00:42:08,55.52,00:50:05,00:49:54,60.50
194338394,https://www.finn.no/realestate/homes/ad.html?finnkode=194338394,Festningsåsen 6A  1860 Trøgstad,2.67,113.00,01:26:08,00:59:28,62.77,01:41:48,00:59:41,69.35
194293645,https://www.finn.no/realestate/homes/ad.html?finnkode=194293645,Falkevegen 24  2070 Råholt,3.27,156.00,01:40:18,00:41:17,54.98,01:21:48,00:49:02,59.96
194325164,https://www.finn.no/realestate/homes/ad.html?finnkode=194325164,Jupiterveien 19  3055 Krokstadelva,2.97,118.00,01:37:09,00:52:43,64.87,01:26:13,00:51:56,57.83
194304460,https://www.finn.no/realestate/homes/ad.html?finnkode=194304460,Geminivegen 1A  2165 Hvam,3.04,104.00,01:28:22,00:32:21,43.74,01:12:52,00:40:06,48.72
194326315,https://www.finn.no/realestate/homes/ad.html?finnkode=194326315,Svingen 21  1860 Trøgstad,2.67,152.00,01:27:00,00:59:49,62.48,01:42:40,01:02:01,70.32
194324227,https://www.finn.no/realestate/homes/ad.html?finnkode=194324227,Geithusveien 12C  3360 Geithus,2.35,147.00,02:07:01,01:14:53,89.38,01:56:05,01:14:07,82.34
194322043,https://www.finn.no/realestate/homes/ad.html?finnkode=194322043,Brennbekkvegen 37  2730 Lunner,3.03,123.00,01:51:48,00:55:37,58.11,01:36:00,01:02:23,60.29
194314180,https://www.finn.no/realestate/homes/ad.html?finnkode=194314180,Tømmerveien 5  3340 Åmot,2.76,139.00,01:53:03,01:10:59,84.61,01:42:07,01:10:12,77.57
194200026,https://www.finn.no/realestate/homes/ad.html?finnkode=194200026,Veienmoen 80  3517 Hønefoss,3.07,137.00,01:53:08,01:02:00,67.69,01:40:57,01:01:13,60.65
194302371,https://www.finn.no/realestate/homes/ad.html?finnkode=194302371,Tovengveien 21B  1832 Askim,3.19,109.00,01:31:58,00:47:26,57.91,01:19:47,00:49:05,52.56
194286719,https://www.finn.no/realestate/homes/ad.html?finnkode=194286719,Herremandens vei 19  1542 Vestby,3.49,110.00,01:14:30,00:35:29,45.23,00:58:12,00:37:08,39.89
194295610,https://www.finn.no/realestate/homes/ad.html?finnkode=194295610,Sundbyvegen 409  2074 Eidsvoll Verk,2.57,128.00,01:41:58,00:40:17,57.73,01:23:28,00:48:02,62.71
194294779,https://www.finn.no/realestate/homes/ad.html?finnkode=194294779,Sætherveien 209  1866 Båstad,2.15,168.00,00:00:00,00:00:00,0.00,00:00:00,00:00:00,0.00
193951937,https://www.finn.no/realestate/homes/ad.html?finnkode=193951937,Briskebakken 8  3076 Sande i Vestfold,3.37,160.00,01:29:00,00:56:38,71.24,01:17:04,00:55:52,64.20
194241779,https://www.finn.no/realestate/homes/ad.html?finnkode=194241779,Jellumveien 18  3340 Åmot,3.33,131.00,01:55:09,01:12:22,84.30,01:44:13,01:11:35,77.26
190304357,https://www.finn.no/realestate/homes/ad.html?finnkode=190304357,Klokkerudveien 95  1550 Hølen,3.20,124.00,02:04:41,00:46:29,53.22,01:43:23,00:48:08,47.87
194277899,https://www.finn.no/realestate/homes/ad.html?finnkode=194277899,Reinsdyrvegen 48  2030 Nannestad,2.57,163.00,01:10:34,00:36:28,50.68,00:54:14,00:44:14,55.66
188589585,https://www.finn.no/realestate/homes/ad.html?finnkode=188589585,Bogstadsvingen 11  1930 Aurskog,3.08,196.00,00:59:31,00:40:51,45.28,01:10:11,00:48:37,50.26
194275462,https://www.finn.no/realestate/homes/ad.html?finnkode=194275462,Tungen 20  2053 Jessheim,3.04,105.00,01:17:21,00:26:57,36.98,01:01:51,00:34:42,41.95
